# Constructed from biom file
#OTU ID	105632_ID2881_83-DM83-A1-C11	105633_ID2881_84-DM84-A1-D11	105634_ID2881_85-DM85-A1-E11	105635_ID2881_86-DM86-A1-F11	105636_ID2881_87-DM87-A1-G11	105637_ID2881_88-DM88-A1-H11	105638_ID2881_89-DM89-A1-A12	105639_ID2881_90-DM90-A1-B12	105640_ID2881_91-DM91-A1-C12	105641_ID2881_92-DM92-A1-D12	105642_ID2881_93-DM93-A1-E12	105643_ID2881_94-DM94-A1-F12	105645_ID2881_96-DM96-A1-H12	105646_ID2881_97-DM97-A2-A1	105647_ID2881_98-DM98-A3-B1	105648_ID2881_99-DM99-A4-C1	105649_ID2881_100-DM100-A5-D1	105650_ID2881_101-DM101-A6-E1	105651_ID2881_102-DM102-A7-F1	105652_ID2881_103-DM103-A8-G1	105654_ID2881_105-DM105-A10-A2	105655_ID2881_106-DM106-A11-B2	105656_ID2881_107-DM107-A12-C2	105657_ID2881_108-DM108-A13-D2	105658_ID2881_109-DM109-A14-E2	105659_ID2881_110-DM110-A15-F2	105660_ID2881_111-DM111-A16-G2	105661_ID2881_112-DM112-A17-H2	105662_ID2881_113-DM113-A18-A3	105663_ID2881_114-DM114-A19-B3	105664_ID2881_115-DM115-A20-C3	105665_ID2881_116-DM116-A21-D3	105666_ID2881_117-DM117-A22-E3	105667_ID2881_118-DM118-A23-F3	105670_ID2881_121-DM121-A26-A4	105671_ID2881_122-DM122-A27-B4	105672_ID2881_123-DM123-A28-C4	105673_ID2881_124-DM124-A29-D4	105674_ID2881_125-DM125-A30-E4	105675_ID2881_126-DM126-A31-F4	105676_ID2881_127-DM127-A32-G4	105677_ID2881_128-DM128-A33-H4	105678_ID2881_129-DM129-A34-A5	105679_ID2881_130-DM130-A35-B5	105680_ID2881_131-DM131-A36-C5	105681_ID2881_132-DM132-A37-D5	105682_ID2881_133-DM133-A38-E5	105683_ID2881_134-DM134-A39-F5	105684_ID2881_135-DM135-A40-G5	105685_ID2881_136-DM136-A41-H5	105686_ID2881_137-DM137-A42-A6	105687_ID2881_138-DM138-A43-B6	105688_ID2881_139-DM139-A44-C6	105689_ID2881_140-DM140-A45-D6	105690_ID2881_141-DM141-A46-E6	105691_ID2881_142-DM142-A47-F6	106090_ID2881_95-DM95-A1-G12	106091_ID2881_104-DM104-A9-H1	106092_ID2881_119-DM119-A24-G3	106093_ID2881_120-DM120-A25-H3
36e7d485787d726a0e16bff74100463e	320.0	263.0	594.0	19000.0	11241.0	7887.0	12456.0	378.0	0.0	2723.0	996.0	16107.0	2792.0	20378.0	2151.0	5375.0	4259.0	5937.0	0.0	0.0	4354.0	1664.0	5327.0	0.0	739.0	0.0	13.0	251.0	69.0	0.0	0.0	0.0	12.0	427.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	33.0	0.0	123.0	134.0	203.0	225.0	289.0	104.0	79.0	166.0	233.0	73.0	425.0	169.0	8843.0	6972.0	0.0	39.0
ed5a5cac9dcdfc7b4ba9cfb56b416739	157.0	2037.0	9141.0	4421.0	9.0	2183.0	6194.0	4553.0	6947.0	2268.0	411.0	8514.0	25628.0	13311.0	1585.0	0.0	1579.0	5179.0	5266.0	6114.0	6756.0	2433.0	2624.0	12.0	1038.0	0.0	0.0	0.0	66.0	35.0	27.0	10.0	13.0	157.0	15.0	5.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	189.0	139.0	186.0	169.0	451.0	109.0	50.0	239.0	268.0	68.0	379.0	164.0	10848.0	7348.0	0.0	24.0
80ff89a550cbfc6fc30ea25d5d3c7007	245.0	5201.0	2325.0	6116.0	5009.0	9417.0	8458.0	8448.0	1777.0	6242.0	5143.0	12989.0	75.0	3643.0	6785.0	2935.0	6651.0	1701.0	2236.0	11146.0	3636.0	10510.0	625.0	0.0	14.0	0.0	0.0	57.0	17.0	256.0	0.0	0.0	0.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	146.0	113.0	259.0	226.0	242.0	69.0	57.0	260.0	183.0	58.0	416.0	113.0	978.0	4748.0	0.0	0.0
618274a38f96409648a016a36dcd46f0	0.0	13739.0	475.0	432.0	4487.0	284.0	13600.0	6597.0	2951.0	3204.0	682.0	31166.0	183.0	986.0	2865.0	11707.0	948.0	3952.0	2328.0	1665.0	659.0	1111.0	136.0	0.0	62.0	0.0	0.0	0.0	64.0	97.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	372.0	400.0	523.0	403.0	589.0	187.0	159.0	476.0	354.0	115.0	796.0	336.0	295.0	14234.0	0.0	0.0
5fa91e7085571e2cbcd0e7d245975c76	0.0	0.0	0.0	0.0	0.0	0.0	13454.0	17723.0	0.0	17912.0	99.0	122.0	0.0	0.0	0.0	0.0	0.0	6839.0	358.0	28106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1068.0	1700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	237.0	249.0	260.0	567.0	102.0	97.0	413.0	253.0	65.0	649.0	226.0	18356.0	14418.0	0.0	0.0
51dbca22f7469bb00e4379845bc1fb83	333.0	3990.0	0.0	4916.0	8912.0	14765.0	25852.0	5999.0	173.0	11074.0	9477.0	696.0	0.0	3483.0	7017.0	237.0	5537.0	694.0	2107.0	643.0	0.0	0.0	1928.0	0.0	0.0	0.0	0.0	484.0	67.0	325.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0
2b036c10ab6b64e84b22b84711aef6ef	368.0	3203.0	7759.0	6747.0	653.0	2534.0	16592.0	3134.0	8312.0	8405.0	5239.0	6889.0	386.0	3538.0	76.0	7842.0	1963.0	3867.0	2666.0	2972.0	2239.0	4120.0	120.0	0.0	7.0	3.0	0.0	0.0	69.0	156.0	0.0	14.0	0.0	318.0	0.0	8.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	24.0	32.0	32.0	16.0	43.0	22.0	0.0	19.0	23.0	0.0	54.0	24.0	2907.0	748.0	0.0	4.0
8e660a647e7ea4fd11f1159bc47613f0	233.0	5274.0	1360.0	5283.0	11904.0	9913.0	15.0	28.0	3401.0	1600.0	10.0	15553.0	174.0	5643.0	11865.0	4367.0	5348.0	1592.0	2977.0	0.0	5602.0	0.0	1275.0	0.0	7.0	8.0	27.0	73.0	26.0	0.0	12.0	0.0	17.0	0.0	0.0	54.0	0.0	11.0	26.0	0.0	0.0	2.0	5.0	0.0	103.0	203.0	176.0	91.0	367.0	86.0	70.0	201.0	150.0	27.0	372.0	126.0	630.0	5882.0	0.0	19.0
26d711535837669071a59214244e02ad	28.0	8150.0	1680.0	589.0	4039.0	2958.0	18934.0	2663.0	2332.0	11525.0	2097.0	6022.0	3749.0	3815.0	968.0	8448.0	532.0	1171.0	2838.0	25.0	4637.0	9693.0	713.0	21.0	247.0	0.0	21.0	0.0	54.0	0.0	19.0	0.0	0.0	372.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	18.0	73.0	24.0	18.0	51.0	26.0	14.0	26.0	37.0	9.0	83.0	36.0	385.0	1364.0	0.0	15.0
18489763aab9f6f1249bfc894a645753	176.0	7567.0	6236.0	3359.0	1088.0	283.0	5188.0	3428.0	4687.0	8504.0	1965.0	2053.0	1564.0	1137.0	4793.0	4506.0	2640.0	4018.0	8072.0	9228.0	938.0	4433.0	369.0	59.0	75.0	0.0	0.0	43.0	78.0	98.0	17.0	0.0	0.0	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	120.0	46.0	81.0	139.0	25.0	0.0	100.0	52.0	21.0	137.0	60.0	5206.0	2399.0	0.0	0.0
a9fb538144130319af767a4873d2c873	435.0	4973.0	51.0	6375.0	2033.0	20602.0	5469.0	7806.0	206.0	2398.0	12258.0	375.0	23.0	4533.0	8776.0	0.0	6973.0	144.0	2996.0	796.0	0.0	32.0	2349.0	0.0	0.0	28.0	0.0	544.0	0.0	352.0	0.0	17.0	0.0	42.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	25.0	0.0	0.0	20.0	17.0	10.0	17.0	0.0	17.0	52.0	25.0	0.0	73.0	0.0	0.0
22d22fec8543ed635dfc48ccec03b159	238.0	5763.0	4564.0	5747.0	6577.0	8280.0	0.0	0.0	3607.0	4146.0	0.0	13928.0	2918.0	3530.0	6248.0	4585.0	6634.0	0.0	5122.0	0.0	3301.0	0.0	629.0	0.0	533.0	0.0	0.0	191.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	52.0	104.0	86.0	39.0	98.0	0.0	0.0	99.0	0.0	0.0	109.0	0.0	0.0	2846.0	0.0	0.0
5f8b99d96b9fb65e12c944b3f8bd38b9	0.0	33.0	39.0	43.0	41.0	69.0	112.0	58.0	46.0	46.0	73.0	6674.0	5900.0	46.0	46.0	31.0	38.0	0.0	58.0	28.0	14.0	19.0	351.0	6239.0	652.0	1050.0	1194.0	561.0	2567.0	954.0	887.0	1645.0	998.0	310.0	3959.0	2922.0	4365.0	6325.0	6532.0	4002.0	3220.0	1945.0	4124.0	383.0	1082.0	1553.0	1295.0	891.0	3381.0	606.0	537.0	2068.0	1165.0	298.0	2734.0	1079.0	0.0	5.0	782.0	594.0
f14141d03c23f3658014090c72c23866	145.0	21267.0	5537.0	338.0	3482.0	3073.0	3878.0	1529.0	916.0	1438.0	1408.0	17833.0	8.0	12.0	0.0	10037.0	5.0	0.0	1901.0	898.0	4730.0	0.0	0.0	1315.0	0.0	27.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5000.0	0.0	24.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	97.0	0.0	15.0	50.0	21.0	0.0	58.0	15.0	0.0	97.0	0.0	546.0	28.0	10.0	0.0
6bf2840673de7a07c6136b4d66f9d325	439.0	32.0	3658.0	4890.0	6206.0	20769.0	7620.0	2160.0	0.0	968.0	92.0	5766.0	88.0	2795.0	432.0	2270.0	9492.0	631.0	138.0	164.0	1309.0	5329.0	2213.0	128.0	19.0	26.0	63.0	378.0	58.0	48.0	0.0	7.0	21.0	3919.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	25.0	14.0	32.0	40.0	30.0	26.0	66.0	9.0	0.0	38.0	22.0	0.0	124.0	23.0	2382.0	635.0	0.0	0.0
cd443ef3e3df7218b50c7caebb130774	0.0	2891.0	12076.0	15.0	0.0	1423.0	0.0	0.0	4111.0	231.0	522.0	50.0	0.0	7484.0	8275.0	6365.0	6196.0	94.0	10929.0	260.0	44.0	614.0	4881.0	648.0	8.0	55.0	222.0	263.0	23.0	0.0	60.0	28.0	0.0	466.0	14.0	29.0	0.0	31.0	0.0	0.0	0.0	0.0	27.0	13.0	467.0	462.0	449.0	382.0	628.0	231.0	112.0	399.0	355.0	115.0	924.0	434.0	3261.0	9006.0	0.0	31.0
